"algorithms/index.html","/html/body/div[2]/div[5]/p[1]/a[3]/code","Collection","Collection","java.util.Collection","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[3]","Map","Map","java.util.Map","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[5]/code[2]","Collection","Collection","java.util.Collection","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[20]/code","Collections","Collections","java.util.Collections","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[7]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[1]/code[1]","reverse","reverse","java.util.Collections.reverse","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[1]/a[1]/code","Collections","Collections","java.util.Collections","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[8]/code[3]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[1]","Map","Map","java.util.Map","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[3]","Collection","Collection","java.util.Collection","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[8]/a/code","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[5]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[8]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[4]/li[2]/code[2]","Collections","Collections","java.util.Collections","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[5]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[8]","Comparator","Comparator","java.util.Comparator","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[14]/code[1]","Collections","Collections","java.util.Collections","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[4]","Collection","Collection","java.util.Collection","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[6]","Collection","Collection","java.util.Collection","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[4]/code[1]","swap","swap","java.util.Collections.swap","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[4]/li[2]/code[1]","disjoint","disjoint","java.util.Collections.disjoint","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[3]/code[1]","copy","copy","java.util.Collections.copy","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[6]","Card","Card","java.awt.CardLayout.Card","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[4]/li[1]/code","frequency","frequency","java.util.Collections.frequency","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[17]/code[4]","list.size()","size","java.util.List.size","method","t"
"algorithms/index.html","/html/body/div[2]/div[5]/h2[6]","Values","Values","java.util.EnumMap.Values","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[13]/a[1]","Random","Random","java.util.Random","class","f"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[2]/code[1]","fill","fill","java.util.Collections.fill","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[2]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[1]/a[2]/code","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[1]","shuffle","shuffle","java.util.Collections.shuffle","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[2]","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[4]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[12]/code[5]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[13]/a[2]/code","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[13]/code","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[14]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[1]","binarySearch","binarySearch","java.util.Collections.binarySearch","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[10]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[11]","binarySearch","binarySearch","java.util.Collections.binarySearch","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[4]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[6]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[7]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[16]/code[9]","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[17]/code[1]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[17]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[17]/code[5]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[18]/code","binarySearch","binarySearch","java.util.Collections.binarySearch","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[2]/code[1]","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[2]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[1]","min","min","java.util.Collections.min","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[22]/code[2]","max","max","java.util.Collections.max","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[3]/code","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[8]/code[1]","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[8]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[8]/code[4]","sort","sort","java.util.Collections.sort","method","f"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[10]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[4]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[5]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[6]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[7]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/p[9]/code[9]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[1]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[2]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[2]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[3]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[3]/code[3]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[3]/code[4]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[3]/code[5]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[4]/code[2]","List","List","java.util.List","class","t"
"algorithms/index.html","/html/body/div[2]/div[5]/ul[3]/li[5]/code[1]","addAll","addAll","java.util.Collections.addAll","method","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[6]/a/code","AbstractMap","AbstractMap","java.util.AbstractMap","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[5]/code[2]","HashMap","HashMap","java.util.HashMap","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[3]/code[2]","ArrayList","ArrayList","java.util.ArrayList","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[5]/code[1]","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[1]/code[1]","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[6]/code[1]","Map","Map","java.util.Map","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[6]/code[4]","Map","Map","java.util.Map","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[1]/code","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[2]/code[1]","Map","Map","java.util.Map","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[6]/code[2]","Integer","Integer","java.lang.Integer","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[4]/a/code","AbstractSequentialList","AbstractSequentialList","java.util.AbstractSequentialList","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[4]/h1","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[2]/code","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[1]/li[1]/code","Collection","Collection","java.util.Collection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[1]/code[2]","Set","Set","java.util.Set","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[2]/code[1]","Set","Set","java.util.Set","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[4]/code[1]","java.util.Arrays","Arrays","java.util.Arrays","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[3]/a/code","Arrays.asList","Arrays","java.util.Arrays","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[6]/code","java.util.Arrays","Arrays","java.util.Arrays","class","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[4]/code[5]","AbstractList","AbstractList","java.util.AbstractList","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[2]/a/code","AbstractSet","AbstractSet","java.util.AbstractSet","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[4]/code[4]","AbstractList","AbstractList","java.util.AbstractList","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[3]/a/code","AbstractList","AbstractList","java.util.AbstractList","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[6]/code[3]","AbstractSet","AbstractSet","java.util.AbstractSet","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[3]/a/code","Arrays.asList","asList","java.util.Arrays.asList","method","f"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[2]/code[2]","AbstractCollection","AbstractCollection","java.util.AbstractCollection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[1]/a/code","AbstractCollection","AbstractCollection","java.util.AbstractCollection","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/p[4]/code[6]","ListIterator","ListIterator","java.util.ListIterator","class","t"
"custom-implementations/index.html","/html/body/div[2]/div[5]/ul[2]/li[5]/a/code","AbstractQueue","AbstractQueue","java.util.AbstractQueue","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[5]/a/code","Collections.nCopies","Collections","java.util.Collections","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[3]","Set","Set","java.util.Set","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[4]","Set","Set","java.util.Set","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[2]","List","List","java.util.List","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[3]/code[1]","Collection","Collection","java.util.Collection","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[8]/code[3]","Collection","Collection","java.util.Collection","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[9]/code[1]","Map","Map","java.util.Map","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/a[1]/code","Collections","Collections","java.util.Collections","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/code[1]","Set","Set","java.util.Set","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[7]/code[2]","Collection","Collection","java.util.Collection","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[8]/code[1]","Set","Set","java.util.Set","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/code[4]","Collection","Collection","java.util.Collection","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/a[3]/code","emptyList","emptyList","java.util.Collections.emptyList","method","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[2]/code[6]","UnsupportedOperationException","UnsupportedOperationException","java.lang.UnsupportedOperationException","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[8]/a/code","Collections.singleton","Collections","java.util.Collections","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[4]","Map","Map","java.util.Map","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[5]/code[3]","ArrayList","ArrayList","java.util.ArrayList","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[1]","Array","Array","java.sql.Array","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[8]/code[2]","Set","Set","java.util.Set","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/h2[4]","List","List","java.util.List","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[9]/code[2]","Map","Map","java.util.Map","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/code[3]","Map","Map","java.util.Map","class","t"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[2]/a/code","Arrays.asList","Arrays","java.util.Arrays","class","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[8]/a/code","Collections.singleton","singleton","java.util.Collections.singleton","method","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/a[4]/code","emptyMap","emptyMap","java.util.Collections.emptyMap","method","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[2]/a/code","Arrays.asList","asList","java.util.Arrays.asList","method","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[11]/a[2]/code","emptySet","emptySet","java.util.Collections.emptySet","method","f"
"implementations/convenience.html","/html/body/div[4]/div[3]/p[5]/a/code","Collections.nCopies","nCopies","java.util.Collections.nCopies","method","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[4]/code[3]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[4]/code[5]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[5]/code[3]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[1]/code[3]","Collections","Collections","java.util.Collections","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[5]/code[2]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[2]/code[1]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[6]/code[1]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[2]/a[2]/code","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[4]/code[1]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[5]/code[4]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[9]/code[3]","LinkedList","LinkedList","java.util.LinkedList","class","f"
"implementations/deque.html","/html/body/div[4]/div[3]/p[10]/code[3]","takeLast","takeLast","java.util.concurrent.LinkedBlockingDeque.takeLast","method","f"
