"","","Shuffling","<h2>Shuffling</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.shuffle"" api=""Collections"" kind=""method"">
   Collections.shuffle
  </clt></code> algorithm does the opposite of what <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> does, destroying any trace of order that may have been present in a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. That is, this algorithm reorders the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> based on input from a source of randomness such that all possible permutations occur with equal likelihood, assuming a fair source of randomness. This algorithm is useful in implementing games of chance. For example, it could be used to shuffle a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> of <code> 
  <clt fqn=""java.awt.CardLayout.Card"" api=""Card"" kind=""class"">
    Card 
  </clt></code> objects representing a deck. Also, it's useful for generating test cases.</p> 
<p>This operation has two forms: one takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and uses a default source of randomness, and the other requires the caller to provide a <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Random.html""> 
  <clt fqn=""java.util.Random"" api=""Random"" kind=""class"">
    Random 
  </clt></a> object to use as a source of randomness. The code for this algorithm is used as an example in the <a class=""TutorialLink"" target=""_top"" href=""../interfaces/list.html#shuffle""><code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> section</a>. </p>","Collections","java.util.Collections.shuffle","class","false"
"","","Shuffling","<h2>Shuffling</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.shuffle"" api=""Collections"" kind=""method"">
   Collections.shuffle
  </clt></code> algorithm does the opposite of what <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> does, destroying any trace of order that may have been present in a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. That is, this algorithm reorders the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> based on input from a source of randomness such that all possible permutations occur with equal likelihood, assuming a fair source of randomness. This algorithm is useful in implementing games of chance. For example, it could be used to shuffle a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> of <code> 
  <clt fqn=""java.awt.CardLayout.Card"" api=""Card"" kind=""class"">
    Card 
  </clt></code> objects representing a deck. Also, it's useful for generating test cases.</p> 
<p>This operation has two forms: one takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and uses a default source of randomness, and the other requires the caller to provide a <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Random.html""> 
  <clt fqn=""java.util.Random"" api=""Random"" kind=""class"">
    Random 
  </clt></a> object to use as a source of randomness. The code for this algorithm is used as an example in the <a class=""TutorialLink"" target=""_top"" href=""../interfaces/list.html#shuffle""><code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> section</a>. </p>","List","java.util.List","class","false"
"","","Shuffling","<h2>Shuffling</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.shuffle"" api=""Collections"" kind=""method"">
   Collections.shuffle
  </clt></code> algorithm does the opposite of what <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> does, destroying any trace of order that may have been present in a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. That is, this algorithm reorders the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> based on input from a source of randomness such that all possible permutations occur with equal likelihood, assuming a fair source of randomness. This algorithm is useful in implementing games of chance. For example, it could be used to shuffle a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> of <code> 
  <clt fqn=""java.awt.CardLayout.Card"" api=""Card"" kind=""class"">
    Card 
  </clt></code> objects representing a deck. Also, it's useful for generating test cases.</p> 
<p>This operation has two forms: one takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and uses a default source of randomness, and the other requires the caller to provide a <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Random.html""> 
  <clt fqn=""java.util.Random"" api=""Random"" kind=""class"">
    Random 
  </clt></a> object to use as a source of randomness. The code for this algorithm is used as an example in the <a class=""TutorialLink"" target=""_top"" href=""../interfaces/list.html#shuffle""><code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> section</a>. </p>","Card","java.awt.CardLayout.Card","class","false"
"","","Shuffling","<h2>Shuffling</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.shuffle"" api=""Collections"" kind=""method"">
   Collections.shuffle
  </clt></code> algorithm does the opposite of what <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> does, destroying any trace of order that may have been present in a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. That is, this algorithm reorders the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> based on input from a source of randomness such that all possible permutations occur with equal likelihood, assuming a fair source of randomness. This algorithm is useful in implementing games of chance. For example, it could be used to shuffle a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> of <code> 
  <clt fqn=""java.awt.CardLayout.Card"" api=""Card"" kind=""class"">
    Card 
  </clt></code> objects representing a deck. Also, it's useful for generating test cases.</p> 
<p>This operation has two forms: one takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and uses a default source of randomness, and the other requires the caller to provide a <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Random.html""> 
  <clt fqn=""java.util.Random"" api=""Random"" kind=""class"">
    Random 
  </clt></a> object to use as a source of randomness. The code for this algorithm is used as an example in the <a class=""TutorialLink"" target=""_top"" href=""../interfaces/list.html#shuffle""><code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> section</a>. </p>","Random","java.util.Random","class","false"
"","","Routine Data Manipulation","<h2>Routine Data Manipulation</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections"" api=""Collections"" kind=""class"">
    Collections 
  </clt></code> class provides five algorithms for doing routine data manipulation on <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> objects, all of which are pretty straightforward:</p> 
<ul> 
 <li><code> 
   <clt fqn=""java.util.Collections.reverse"" api=""Collections"" kind=""method"">
    Collections.reverse
   </clt></code> ? reverses the order of the elements in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.fill"" api=""Collections"" kind=""method"">
    Collections.fill
   </clt></code> ? overwrites every element in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> with the specified value. This operation is useful for reinitializing a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.copy"" api=""Collections"" kind=""method"">
    Collections.copy
   </clt></code> ? takes two arguments, a destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> and a source <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>, and copies the elements of the source into the destination, overwriting its contents. The destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> must be at least as long as the source. If it is longer, the remaining elements in the destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> are unaffected.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.swap"" api=""Collections"" kind=""method"">
    Collections.swap
   </clt></code> ? swaps the elements at the specified positions in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.addAll"" api=""Collections"" kind=""method"">
    Collections.addAll
   </clt></code> ? adds all the specified elements to a <code> 
   <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
     Collection 
   </clt></code>. The elements to be added may be specified individually or as an array.</li> 
</ul>","Collections","java.util.Collections","class","false"
"","","Routine Data Manipulation","<h2>Routine Data Manipulation</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections"" api=""Collections"" kind=""class"">
    Collections 
  </clt></code> class provides five algorithms for doing routine data manipulation on <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> objects, all of which are pretty straightforward:</p> 
<ul> 
 <li><code> 
   <clt fqn=""java.util.Collections.reverse"" api=""Collections"" kind=""method"">
    Collections.reverse
   </clt></code> ? reverses the order of the elements in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.fill"" api=""Collections"" kind=""method"">
    Collections.fill
   </clt></code> ? overwrites every element in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> with the specified value. This operation is useful for reinitializing a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.copy"" api=""Collections"" kind=""method"">
    Collections.copy
   </clt></code> ? takes two arguments, a destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> and a source <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>, and copies the elements of the source into the destination, overwriting its contents. The destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> must be at least as long as the source. If it is longer, the remaining elements in the destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> are unaffected.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.swap"" api=""Collections"" kind=""method"">
    Collections.swap
   </clt></code> ? swaps the elements at the specified positions in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.addAll"" api=""Collections"" kind=""method"">
    Collections.addAll
   </clt></code> ? adds all the specified elements to a <code> 
   <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
     Collection 
   </clt></code>. The elements to be added may be specified individually or as an array.</li> 
</ul>","List","java.util.List","class","false"
"","","Routine Data Manipulation","<h2>Routine Data Manipulation</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections"" api=""Collections"" kind=""class"">
    Collections 
  </clt></code> class provides five algorithms for doing routine data manipulation on <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> objects, all of which are pretty straightforward:</p> 
<ul> 
 <li><code> 
   <clt fqn=""java.util.Collections.reverse"" api=""Collections"" kind=""method"">
    Collections.reverse
   </clt></code> ? reverses the order of the elements in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.fill"" api=""Collections"" kind=""method"">
    Collections.fill
   </clt></code> ? overwrites every element in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> with the specified value. This operation is useful for reinitializing a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.copy"" api=""Collections"" kind=""method"">
    Collections.copy
   </clt></code> ? takes two arguments, a destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> and a source <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>, and copies the elements of the source into the destination, overwriting its contents. The destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> must be at least as long as the source. If it is longer, the remaining elements in the destination <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code> are unaffected.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.swap"" api=""Collections"" kind=""method"">
    Collections.swap
   </clt></code> ? swaps the elements at the specified positions in a <code> 
   <clt fqn=""java.util.List"" api=""List"" kind=""class"">
     List 
   </clt></code>.</li> 
 <li><code> 
   <clt fqn=""java.util.Collections.addAll"" api=""Collections"" kind=""method"">
    Collections.addAll
   </clt></code> ? adds all the specified elements to a <code> 
   <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
     Collection 
   </clt></code>. The elements to be added may be specified individually or as an array.</li> 
</ul>","Collection","java.util.Collection","class","false"
"","","Searching","<h2>Searching</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code> algorithm searches for a specified element in a sorted <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. This algorithm has two forms. The first takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and an element to search for (the &quot;search key&quot;). This form assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted in ascending order according to the natural ordering of its elements. The second form takes a <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code> in addition to the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and the search key, and assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted into ascending order according to the specified <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code>. The <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> algorithm can be used to sort the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> prior to calling <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code>.</p>","Collections","java.util.Collections.binarySearch","class","false"
"","","Searching","<h2>Searching</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code> algorithm searches for a specified element in a sorted <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. This algorithm has two forms. The first takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and an element to search for (the &quot;search key&quot;). This form assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted in ascending order according to the natural ordering of its elements. The second form takes a <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code> in addition to the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and the search key, and assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted into ascending order according to the specified <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code>. The <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> algorithm can be used to sort the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> prior to calling <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code>.</p>","List","java.util.List","class","false"
"","","Searching","<h2>Searching</h2> 
<p>The <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code> algorithm searches for a specified element in a sorted <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code>. This algorithm has two forms. The first takes a <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and an element to search for (the &quot;search key&quot;). This form assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted in ascending order according to the natural ordering of its elements. The second form takes a <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code> in addition to the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> and the search key, and assumes that the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> is sorted into ascending order according to the specified <code> 
  <clt fqn=""java.util.Comparator"" api=""Comparator"" kind=""class"">
    Comparator 
  </clt></code>. The <code> 
  <clt fqn=""java.util.Collections.sort"" api=""Collections"" kind=""method"">
   Collections.sort
  </clt></code> algorithm can be used to sort the <code> 
  <clt fqn=""java.util.List"" api=""List"" kind=""class"">
    List 
  </clt></code> prior to calling <code> 
  <clt fqn=""java.util.Collections.binarySearch"" api=""Collections"" kind=""method"">
   Collections.binarySearch
  </clt></code>.</p>","Comparator","java.util.Comparator","class","false"
