"need","1.0","2.0","9.0","VBP"
"iceberg","0.0","1.0","1.0","NN"
"getter","1.0","0.0","1.0","NNS"
"z.","1.0","0.0","1.0","NNP"
"behav","0.0","1.0","1.0","VBP"
"maintain","0.0","2.0","2.0","VBN"
"suitabl","0.0","1.0","2.0","JJ"
"particular","1.0","2.0","4.0","JJ"
"getavailableid","1.0","0.0","1.0","NNS"
"etc.","0.0","1.0","3.0","NN"
"formatt","0.0","2.0","16.0","NN"
"specifi","1.0","1.0","3.0","VBN"
"day-of-week","1.0","2.0","5.0","JJ"
"time","5.0","2.0","35.0","NN"
"refer","1.0","3.0","6.0","NN"
"thread","1.0","0.0","1.0","NNS"
"year","0.0","1.0","8.0","NN"
"instant","2.0","2.0","18.0","JJ"
"datetim","8.0","10.0","51.0","NNP"
"copy","1.0","0.0","3.0","NN"
"continuum","1.0","0.0","2.0","NN"
"forid","1.0","0.0","1.0","NN"
"ignor","0.0","1.0","1.0","VBN"
"multipl","1.0","0.0","2.0","JJ"
"iso","1.0","0.0","3.0","NN"
"codeid","6.0","6.0","37.0","NN"
"involv","1.0","1.0","3.0","VBZ"
"number","1.0","0.0","5.0","NN"
"befor","0.0","1.0","1.0","IN"
"suggest","0.0","1.0","1.0","VB"
"synchron","1.0","0.0","1.0","NN"
"extract","0.0","1.0","1.0","VB"
"instanc","1.0","3.0","5.0","NN"
"ha","5.0","2.0","10.0","VBZ"
"scenario","0.0","1.0","1.0","NNS"
"london","1.0","0.0","3.0","NNP"
"simply","0.0","1.0","1.0","RB"
"discuss","1.0","0.0","1.0","VBP"
"split","0.0","1.0","2.0","VBN"
"buddhistchronology","1.0","0.0","1.0","NNP"
"dt","1.0","2.0","3.0","NN"
"complex","1.0","1.0","2.0","JJ"
"territory","0.0","1.0","1.0","NN"
"common","3.0","1.0","4.0","JJ"
"anoth","1.0","1.0","4.0","DT"
"date","4.0","3.0","15.0","NN"
"durat","1.0","1.0","15.0","NNS"
"dd","0.0","1.0","1.0","NN"
"document","0.0","2.0","3.0","NN"
"associ","0.0","1.0","5.0","VBN"
"semant","1.0","0.0","1.0","NNS"
"current","2.0","0.0","9.0","JJ"
"write","1.0","1.0","3.0","VB"
"setcopy","1.0","0.0","1.0","NN"
"julian","0.0","1.0","1.0","NNP"
"datetimeformatt","0.0","1.0","1.0","NN"
"initi","1.0","1.0","4.0","NN"
"readableinst","1.0","0.0","3.0","JJ"
"complet","1.0","2.0","5.0","JJ"
"direct","0.0","2.0","3.0","JJ"
"look","0.0","1.0","1.0","NN"
"d","0.0","1.0","1.0","NN"
"b","0.0","1.0","1.0","NN"
"c","0.0","1.0","1.0","NN"
"repres","4.0","1.0","11.0","VBG"
"later","0.0","1.0","1.0","RB"
"invis","0.0","1.0","1.0","JJ"
"come","1.0","0.0","1.0","VBZ"
"averag","1.0","1.0","2.0","JJ"
"interoperability","1.0","0.0","3.0","NN"
"hour","1.0","0.0","5.0","NNS"
"bulk","0.0","2.0","2.0","NN"
"represent","0.0","1.0","1.0","NN"
"interv","0.0","2.0","11.0","NNP"
"field","5.0","5.0","42.0","NNS"
"familiar","1.0","0.0","1.0","JJ"
"new","1.0","0.0","5.0","JJ"
"pattern","0.0","1.0","7.0","NN"
"overview","1.0","0.0","1.0","NN"
"appropri","0.0","1.0","2.0","JJ"
"retriev","0.0","1.0","1.0","VBN"
"octob","0.0","1.0","1.0","NNP"
"string","3.0","1.0","10.0","NN"
"encapsul","0.0","1.0","1.0","VBZ"
"base","0.0","1.0","5.0","VBN"
"library","0.0","2.0","3.0","NN"
"iso8601","2.0","1.0","4.0","NN"
"intra-day","1.0","0.0","1.0","JJ"
"construct","2.0","0.0","4.0","VBN"
"pars","0.0","2.0","6.0","VB"
"zone","2.0","0.0","9.0","NN"
"week","0.0","1.0","4.0","NN"
"manipul","2.0","0.0","3.0","NN"
"half","1.0","0.0","2.0","NN"
"timezon","2.0","0.0","5.0","NN"
"perform","1.0","1.0","4.0","VBN"
"long","1.0","0.0","2.0","JJ"
"dtlondon","1.0","0.0","1.0","NN"
"requir","0.0","1.0","1.0","VBN"
"i.e.","1.0","0.0","2.0","FW"
"durationfield","0.0","1.0","1.0","NN"
"precis","0.0","1.0","1.0","JJ"
"key","0.0","2.0","3.0","JJ"
"demand","0.0","1.0","1.0","NN"
"follow","3.0","3.0","8.0","VBZ"
"text","0.0","1.0","2.0","NN"
"creat","2.0","0.0","11.0","VB"
"immut","2.0","0.0","5.0","JJ"
"display","0.0","1.0","1.0","VBP"
"code","0.0","2.0","4.0","NN"
"togeth","0.0","1.0","1.0","RB"
"period","0.0","2.0","18.0","NN"
"cost","0.0","1.0","2.0","NNS"
"eee","0.0","1.0","1.0","NN"
"finish","0.0","1.0","1.0","VBP"
"input","1.0","0.0","1.0","NN"
"definit","1.0","1.0","2.0","NNS"
"factory","1.0","0.0","3.0","NN"
"day","0.0","3.0","8.0","NN"
"make","1.0","2.0","3.0","VBZ"
"result","2.0","1.0","9.0","NN"
"defin","1.0","0.0","5.0","VBZ"
"connect","0.0","1.0","1.0","NN"
"set","4.0","0.0","8.0","NN"
"safely","1.0","0.0","1.0","RB"
"collector","0.0","1.0","1.0","NN"
"thread-saf","1.0","0.0","1.0","JJ"
"day-of-year","0.0","2.0","2.0","JJ"
"millisecond","4.0","0.0","12.0","NNS"
"companion","1.0","0.0","1.0","NN"
"getdayofyear","0.0","2.0","2.0","NN"
"getinst","1.0","0.0","1.0","NN"
"concret","0.0","1.0","5.0","JJ"
"implement","1.0","1.0","11.0","NN"
"calendar","4.0","5.0","20.0","NN"
"includ","1.0","0.0","6.0","VBP"
"rememb","1.0","0.0","1.0","VB"
"paramet","0.0","1.0","3.0","NN"
"suppli","0.0","1.0","1.0","VBN"
"ar","2.0","4.0","28.0","VBP"
"cach","0.0","1.0","1.0","VBN"
"gregoriancalendar","1.0","0.0","2.0","NNP"
"variety","1.0","0.0","1.0","NN"
"main","1.0","2.0","4.0","JJ"
"specif","1.0","1.0","3.0","JJ"
"effect","1.0","0.0","1.0","NN"
"monthofyear","0.0","1.0","1.0","NN"
"would-b","0.0","1.0","1.0","JJ"
"actual","0.0","1.0","2.0","JJ"
"subsystem","0.0","1.0","1.0","NN"
"europe\/london","1.0","0.0","2.0","NNP"
"mistak","1.0","0.0","1.0","NN"
"jdk","2.0","1.0","15.0","NNP"
"chang","4.0","1.0","18.0","VB"
"bind","0.0","1.0","1.0","NN"
"forget","1.0","0.0","1.0","VB"
"illustr","0.0","1.0","1.0","VBD"
"assign","1.0","0.0","1.0","VB"
"accept","1.0","1.0","2.0","VBZ"
"pluggabl","0.0","1.0","1.0","JJ"
"variabl","1.0","0.0","3.0","NN"
"french","0.0","1.0","2.0","NNP"
"expect","0.0","1.0","1.0","VB"
"cover","0.0","1.0","1.0","VBP"
"given","1.0","1.0","2.0","VBN"
"thu","4.0","5.0","15.0","RB"
"oper","1.0","0.0","1.0","NN"
"import","0.0","1.0","3.0","JJ"
"user-cod","0.0","1.0","1.0","NN"
"limit","0.0","1.0","1.0","JJ"
"topic","0.0","1.0","2.0","NNS"
"joda-tim","1.0","3.0","15.0","NNP"
"support","1.0","1.0","4.0","VBZ"
"form","0.0","1.0","2.0","VBP"
"respons","0.0","1.0","1.0","JJ"
"devot","0.0","1.0","1.0","VBN"
"singleton","0.0","1.0","2.0","NNS"
"calcul","2.0","3.0","8.0","NNS"
"recognis","0.0","1.0","1.0","JJ"
"avail","1.0","2.0","4.0","JJ"
"absolut","1.0","1.0","3.0","JJ"
"like","0.0","2.0","3.0","IN"
"provid","4.0","4.0","13.0","VBZ"
"coptic","0.0","1.0","1.0","JJ"
"surfac","0.0","1.0","1.0","NN"
"obtain","2.0","1.0","7.0","VB"
"earlier","0.0","1.0","2.0","JJR"
"advanc","0.0","1.0","1.0","JJ"
"month","0.0","1.0","6.0","NN"
"say","0.0","1.0","4.0","VB"
"small","0.0","1.0","1.0","JJ"
"datemidnight","1.0","0.0","1.0","NN"
"creation","0.0","1.0","1.0","NN"
"ceas","0.0","1.0","1.0","VBD"
"fmt","0.0","2.0","4.0","NN"
"query","0.0","1.0","1.0","VBG"
"datetimefield","0.0","2.0","2.0","NN"
"correspond","2.0","1.0","3.0","JJ"
"moment","3.0","0.0","4.0","NN"
"engin","0.0","1.0","1.0","NN"
"snippet","0.0","1.0","1.0","NNS"
"therefor","1.0","0.0","1.0","RB"
"abov","0.0","1.0","3.0","IN"
"applic","0.0","2.0","2.0","NNS"
"revers","1.0","0.0","1.0","JJ"
"chronology","2.0","1.0","16.0","NNP"
"api","1.0","6.0","10.0","NNP"
"datetimeconst","0.0","1.0","1.0","NNS"
"simplify","0.0","1.0","1.0","VB"
"note","1.0","1.0","4.0","VB"
"want","2.0","0.0","4.0","VBP"
"similar","0.0","1.0","2.0","JJ"
"kept","0.0","1.0","1.0","VBN"
"frequently","1.0","0.0","1.0","RB"
"just","0.0","1.0","1.0","RB"
"mm","0.0","1.0","2.0","NN"
"whenev","0.0","1.0","1.0","WRB"
"perhap","0.0","1.0","1.0","RB"
"clock","1.0","0.0","2.0","NN"
"return","3.0","3.0","12.0","VBZ"
"access","1.0","2.0","8.0","NN"
"differ","1.0","1.0","4.0","JJ"
"dayofyear","0.0","1.0","1.0","NN"
"interfac","1.0","0.0","14.0","NN"
"exampl","1.0","2.0","11.0","NN"
"method","6.0","7.0","39.0","NNS"
"usag","0.0","2.0","5.0","NN"
"design","0.0","1.0","2.0","NN"
"simpl","2.0","0.0","6.0","JJ"
"second","1.0","0.0","3.0","NNS"
"wish","1.0","0.0","1.0","VBP"
"monday","1.0","0.0","2.0","NNP"
"permit","1.0","0.0","1.0","VBZ"
