"behav","1.0","0.0","1.0","VBP"
"maintain","0.0","1.0","2.0","VBN"
"particular","0.0","1.0","4.0","JJ"
"day-of-week","1.0","0.0","5.0","JJ"
"expect","1.0","0.0","1.0","VB"
"thu","1.0","0.0","15.0","RB"
"refer","1.0","0.0","6.0","NN"
"precis","1.0","0.0","1.0","JJ"
"power","1.0","1.0","4.0","JJ"
"year","1.0","0.0","8.0","NN"
"directly","1.0","0.0","4.0","RB"
"howev","1.0","0.0","2.0","RB"
"instant","0.0","1.0","18.0","JJ"
"datetim","2.0","1.0","51.0","NNP"
"calcul","0.0","1.0","8.0","NNS"
"codeid","1.0","1.0","37.0","NN"
"class","1.0","1.0","29.0","NNS"
"involv","0.0","1.0","3.0","VBZ"
"avail","2.0","0.0","4.0","JJ"
"property","2.0","1.0","20.0","NNS"
"suggest","1.0","0.0","1.0","VB"
"provid","1.0","1.0","13.0","VBZ"
"flexibl","0.0","1.0","1.0","JJ"
"extract","1.0","0.0","1.0","VB"
"instanc","0.0","1.0","5.0","NN"
"ha","1.0","0.0","10.0","VBZ"
"appli","1.0","0.0","1.0","VBN"
"separ","0.0","1.0","1.0","NN"
"definit","1.0","0.0","2.0","NNS"
"say","1.0","0.0","4.0","VB"
"month","1.0","0.0","6.0","NN"
"day","1.0","1.0","8.0","NN"
"make","1.0","1.0","3.0","VBZ"
"connect","0.0","1.0","1.0","NN"
"datetimefield","0.0","1.0","2.0","NN"
"query","0.0","1.0","1.0","VBG"
"correspond","1.0","0.0","3.0","JJ"
"way","0.0","1.0","4.0","NN"
"abov","1.0","0.0","3.0","IN"
"date","1.0","0.0","15.0","NN"
"pretty","1.0","0.0","1.0","RB"
"document","1.0","0.0","3.0","NN"
"day-of-year","1.0","0.0","2.0","JJ"
"associ","1.0","0.0","5.0","VBN"
"getdayofyear","1.0","0.0","2.0","NN"
"write","1.0","0.0","3.0","VB"
"api","1.0","1.0","10.0","NNP"
"datetimeconst","0.0","1.0","1.0","NNS"
"valu","1.0","1.0","12.0","NNS"
"implement","1.0","0.0","11.0","NN"
"calendar","2.0","1.0","20.0","NN"
"complet","1.0","0.0","5.0","JJ"
"direct","0.0","1.0","3.0","JJ"
"standard","1.0","0.0","11.0","JJ"
"repres","1.0","0.0","11.0","VBG"
"later","1.0","0.0","1.0","RB"
"idow","0.0","1.0","1.0","NNP"
"return","2.0","0.0","12.0","VBZ"
"ar","1.0","0.0","28.0","VBP"
"list","1.0","0.0","6.0","NN"
"access","0.0","1.0","8.0","NN"
"know","1.0","0.0","2.0","VBG"
"represent","0.0","1.0","1.0","NN"
"thi","1.0","0.0","30.0","DT"
"field","2.0","1.0","42.0","NNS"
"term","1.0","0.0","4.0","NNS"
"dayofyear","1.0","0.0","1.0","NN"
"monthofyear","1.0","0.0","1.0","NN"
"appropri","1.0","0.0","2.0","JJ"
"exampl","1.0","0.0","11.0","NN"
"secret","1.0","0.0","1.0","NN"
"method","2.0","1.0","39.0","NNS"
"usag","1.0","0.0","5.0","NN"
"bind","1.0","0.0","1.0","NN"
"week","0.0","1.0","4.0","NN"
