,"Convenience Implementations","List View of an Array","<h2>List View of an Array</h2> 
<p>The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Arrays.html#asList(T...)""><code> 
   <clt fqn=""java.util.Arrays.asList"" api=""Arrays"" kind=""method"">
    Arrays.asList
   </clt></code></a> method returns a <code>List</code> view of its array argument. Changes to the <code>List</code> write through to the array and vice versa. The size of the collection is that of the array and cannot be changed. If the <code>add</code> or the <code>remove</code> method is called on the <code>List</code>, an <code> 
  <clt fqn=""java.lang.UnsupportedOperationException"" api=""UnsupportedOperationException"" kind=""class"">
    UnsupportedOperationException 
  </clt></code> will result.</p> 
<p>The normal use of this implementation is as a bridge between array-based and collection-based APIs. It allows you to pass an array to a method expecting a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code> or a <code>List</code>. However, this implementation also has another use. If you need a fixed-size <code>List</code>, it's more efficient than any general-purpose <code>List</code> implementation. This is the idiom.</p> 
<p>Note that a reference to the backing array is not retained.</p>","Arrays","java.util.Arrays.asList","class",FALSE
,"Convenience Implementations","List View of an Array","<h2>List View of an Array</h2> 
<p>The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Arrays.html#asList(T...)""><code> 
   <clt fqn=""java.util.Arrays.asList"" api=""Arrays"" kind=""method"">
    Arrays.asList
   </clt></code></a> method returns a <code>List</code> view of its array argument. Changes to the <code>List</code> write through to the array and vice versa. The size of the collection is that of the array and cannot be changed. If the <code>add</code> or the <code>remove</code> method is called on the <code>List</code>, an <code> 
  <clt fqn=""java.lang.UnsupportedOperationException"" api=""UnsupportedOperationException"" kind=""class"">
    UnsupportedOperationException 
  </clt></code> will result.</p> 
<p>The normal use of this implementation is as a bridge between array-based and collection-based APIs. It allows you to pass an array to a method expecting a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code> or a <code>List</code>. However, this implementation also has another use. If you need a fixed-size <code>List</code>, it's more efficient than any general-purpose <code>List</code> implementation. This is the idiom.</p> 
<p>Note that a reference to the backing array is not retained.</p>","UnsupportedOperationException","java.lang.UnsupportedOperationException","class",FALSE
,"Convenience Implementations","List View of an Array","<h2>List View of an Array</h2> 
<p>The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Arrays.html#asList(T...)""><code> 
   <clt fqn=""java.util.Arrays.asList"" api=""Arrays"" kind=""method"">
    Arrays.asList
   </clt></code></a> method returns a <code>List</code> view of its array argument. Changes to the <code>List</code> write through to the array and vice versa. The size of the collection is that of the array and cannot be changed. If the <code>add</code> or the <code>remove</code> method is called on the <code>List</code>, an <code> 
  <clt fqn=""java.lang.UnsupportedOperationException"" api=""UnsupportedOperationException"" kind=""class"">
    UnsupportedOperationException 
  </clt></code> will result.</p> 
<p>The normal use of this implementation is as a bridge between array-based and collection-based APIs. It allows you to pass an array to a method expecting a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code> or a <code>List</code>. However, this implementation also has another use. If you need a fixed-size <code>List</code>, it's more efficient than any general-purpose <code>List</code> implementation. This is the idiom.</p> 
<p>Note that a reference to the backing array is not retained.</p>","Collection","java.util.Collection","class",FALSE
,"Convenience Implementations","Immutable Multiple-Copy List","<h2>Immutable Multiple-Copy List</h2> 
<p>Occasionally you'll need an immutable <code>List</code> consisting of multiple copies of the same element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#nCopies(int,%20T)""><code> 
   <clt fqn=""java.util.Collections.nCopies"" api=""Collections"" kind=""method"">
   Collections.nCopies
   </clt></code></a> method returns such a list. This implementation has two main uses. The first is to initialize a newly created <code>List</code>; for example, suppose you want an <code> 
  <clt fqn=""java.util.ArrayList"" api=""ArrayList"" kind=""class"">
    ArrayList 
  </clt></code> initially consisting of 1,000 <code>null</code> elements. The following incantation does the trick.</p> 
<p>Of course, the initial value of each element need not be <code>null</code>. The second main use is to grow an existing <code>List</code>. For example, suppose you want to add 69 copies of the string <code>&quot;fruit bat&quot;</code> to the end of a <code>List&lt;String&gt;</code>. It's not clear why you'd want to do such a thing, but let's just suppose you did. The following is how you'd do it.</p> 
<p>By using the form of <code>addAll</code> that takes both an index and a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>, you can add the new elements to the middle of a <code>List</code> instead of to the end of it.</p>","Collections","java.util.Collections.nCopies","class",FALSE
,"Convenience Implementations","Immutable Multiple-Copy List","<h2>Immutable Multiple-Copy List</h2> 
<p>Occasionally you'll need an immutable <code>List</code> consisting of multiple copies of the same element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#nCopies(int,%20T)""><code> 
   <clt fqn=""java.util.Collections.nCopies"" api=""Collections"" kind=""method"">
   Collections.nCopies
   </clt></code></a> method returns such a list. This implementation has two main uses. The first is to initialize a newly created <code>List</code>; for example, suppose you want an <code> 
  <clt fqn=""java.util.ArrayList"" api=""ArrayList"" kind=""class"">
    ArrayList 
  </clt></code> initially consisting of 1,000 <code>null</code> elements. The following incantation does the trick.</p> 
<p>Of course, the initial value of each element need not be <code>null</code>. The second main use is to grow an existing <code>List</code>. For example, suppose you want to add 69 copies of the string <code>&quot;fruit bat&quot;</code> to the end of a <code>List&lt;String&gt;</code>. It's not clear why you'd want to do such a thing, but let's just suppose you did. The following is how you'd do it.</p> 
<p>By using the form of <code>addAll</code> that takes both an index and a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>, you can add the new elements to the middle of a <code>List</code> instead of to the end of it.</p>","ArrayList","java.util.ArrayList","class",FALSE
,"Convenience Implementations","Immutable Multiple-Copy List","<h2>Immutable Multiple-Copy List</h2> 
<p>Occasionally you'll need an immutable <code>List</code> consisting of multiple copies of the same element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#nCopies(int,%20T)""><code> 
   <clt fqn=""java.util.Collections.nCopies"" api=""Collections"" kind=""method"">
   Collections.nCopies
   </clt></code></a> method returns such a list. This implementation has two main uses. The first is to initialize a newly created <code>List</code>; for example, suppose you want an <code> 
  <clt fqn=""java.util.ArrayList"" api=""ArrayList"" kind=""class"">
    ArrayList 
  </clt></code> initially consisting of 1,000 <code>null</code> elements. The following incantation does the trick.</p> 
<p>Of course, the initial value of each element need not be <code>null</code>. The second main use is to grow an existing <code>List</code>. For example, suppose you want to add 69 copies of the string <code>&quot;fruit bat&quot;</code> to the end of a <code>List&lt;String&gt;</code>. It's not clear why you'd want to do such a thing, but let's just suppose you did. The following is how you'd do it.</p> 
<p>By using the form of <code>addAll</code> that takes both an index and a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>, you can add the new elements to the middle of a <code>List</code> instead of to the end of it.</p>","Collection","java.util.Collection","class",FALSE
,"Convenience Implementations","Immutable Singleton Set","<h2>Immutable Singleton Set</h2> 
<p>Sometimes you'll need an immutable <i>singleton</i> <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>, which consists of a single, specified element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#singleton(T)""><code> 
   <clt fqn=""java.util.Collections.singleton"" api=""Collections"" kind=""method"">
    Collections.singleton
   </clt></code></a> method returns such a <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>. One use of this implementation is to remove all occurrences of a specified element from a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>.</p> 
<p>A related idiom removes all elements that map to a specified value from a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code>. For example, suppose you have a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code> ? <code>job</code> ? that maps people to their line of work and suppose you want to eliminate all the lawyers. The following one-liner will do the deed.</p> 
<p>One more use of this implementation is to provide a single input value to a method that is written to accept a collection of values.</p>","Set","java.util.Set","class",FALSE
,"Convenience Implementations","Immutable Singleton Set","<h2>Immutable Singleton Set</h2> 
<p>Sometimes you'll need an immutable <i>singleton</i> <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>, which consists of a single, specified element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#singleton(T)""><code> 
   <clt fqn=""java.util.Collections.singleton"" api=""Collections"" kind=""method"">
    Collections.singleton
   </clt></code></a> method returns such a <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>. One use of this implementation is to remove all occurrences of a specified element from a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>.</p> 
<p>A related idiom removes all elements that map to a specified value from a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code>. For example, suppose you have a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code> ? <code>job</code> ? that maps people to their line of work and suppose you want to eliminate all the lawyers. The following one-liner will do the deed.</p> 
<p>One more use of this implementation is to provide a single input value to a method that is written to accept a collection of values.</p>","Collections","java.util.Collections.singleton","class",FALSE
,"Convenience Implementations","Immutable Singleton Set","<h2>Immutable Singleton Set</h2> 
<p>Sometimes you'll need an immutable <i>singleton</i> <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>, which consists of a single, specified element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#singleton(T)""><code> 
   <clt fqn=""java.util.Collections.singleton"" api=""Collections"" kind=""method"">
    Collections.singleton
   </clt></code></a> method returns such a <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>. One use of this implementation is to remove all occurrences of a specified element from a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>.</p> 
<p>A related idiom removes all elements that map to a specified value from a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code>. For example, suppose you have a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code> ? <code>job</code> ? that maps people to their line of work and suppose you want to eliminate all the lawyers. The following one-liner will do the deed.</p> 
<p>One more use of this implementation is to provide a single input value to a method that is written to accept a collection of values.</p>","Collection","java.util.Collection","class",FALSE
,"Convenience Implementations","Immutable Singleton Set","<h2>Immutable Singleton Set</h2> 
<p>Sometimes you'll need an immutable <i>singleton</i> <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>, which consists of a single, specified element. The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#singleton(T)""><code> 
   <clt fqn=""java.util.Collections.singleton"" api=""Collections"" kind=""method"">
    Collections.singleton
   </clt></code></a> method returns such a <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>. One use of this implementation is to remove all occurrences of a specified element from a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code>.</p> 
<p>A related idiom removes all elements that map to a specified value from a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code>. For example, suppose you have a <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code> ? <code>job</code> ? that maps people to their line of work and suppose you want to eliminate all the lawyers. The following one-liner will do the deed.</p> 
<p>One more use of this implementation is to provide a single input value to a method that is written to accept a collection of values.</p>","Map","java.util.Map","class",FALSE
,"Convenience Implementations","Empty Set List and Map Constants","<h2>Empty 
 <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
   Set 
 </clt> 
 <clt fqn=""java.util.List"" api=""List"" kind=""class"">
   List 
 </clt> and 
 <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
   Map 
 </clt>Constants</h2> 
<p>The <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html""><code> 
   <clt fqn=""java.util.Collections"" api=""Collections"" kind=""class"">
     Collections 
   </clt></code></a> class provides methods to return the empty <code> 
  <clt fqn=""java.util.Set"" api=""Set"" kind=""class"">
    Set 
  </clt></code>, <code>List</code>, and <code> 
  <clt fqn=""java.util.Map"" api=""Map"" kind=""class"">
    Map 
  </clt></code> ? <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#emptySet()""><code> 
   <clt fqn=""java.util.Collections.emptySet"" api=""Collections"" kind=""method"">
    Collections.emptySet
   </clt></code></a>, <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#emptyList()""><code> 
   <clt fqn=""java.util.Collections.emptyList"" api=""Collections"" kind=""method"">
    Collections.emptyList
   </clt></code></a>, and <a class=""APILink"" target=""_blank"" href=""http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#emptyMap()""><code> 
   <clt fqn=""java.util.Collections.emptyMap"" api=""Collections"" kind=""method"">
    Collections.emptyMap
   </clt></code></a>. The main use of these constants is as input to methods that take a <code> 
  <clt fqn=""java.util.Collection"" api=""Collection"" kind=""class"">
    Collection 
  </clt></code> of values when you don't want to provide any values at all, as in this example.</p>","Set","java.util.Set","class",FALSE
