0,"org.apache.commons.math3.analysis.solvers.UnivariateSolver",FALSE
0,"org.apache.commons.math3.analysis.solvers.UnivariateDifferentiableSolver",FALSE
0,"org.apache.commons.math3.analysis.solvers.PolynomialSolver",FALSE
1,"org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver",TRUE
1,"org.apache.commons.math3.exception.ConvergenceException",TRUE
2,"org.apache.commons.math3.analysis.solvers.BrentSolver",TRUE
2,"org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver",TRUE
3,"org.apache.commons.math3.analysis.solvers.SecantSolver",TRUE
3,"org.apache.commons.math3.analysis.solvers.RegulaFalsiSolver",TRUE
3,"org.apache.commons.math3.analysis.solvers.IllinoisSolver",TRUE
3,"org.apache.commons.math3.analysis.solvers.PegasusSolver",TRUE
3,"org.apache.commons.math3.analysis.solvers.BisectionSolver",TRUE
4,"org.apache.commons.math3.analysis.solvers.UnivariateSolver",TRUE
5,"org.apache.commons.math3.analysis.interpolation.UnivariateInterpolator",FALSE
5,"org.apache.commons.math3.analysis.UnivariateFunction",FALSE
6,"org.apache.commons.math3.analysis.interpolation.HermiteInterpolator",TRUE
6,"org.apache.commons.math3.analysis.interpolation.BivariateGridInterpolator",TRUE
6,"org.apache.commons.math3.analysis.BivariateFunction",FALSE
7,"org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator",TRUE
7,"org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator",TRUE
7,"org.apache.commons.math3.analysis.interpolation.TrivariateGridInterpolator",TRUE
7,"org.apache.commons.math3.analysis.TrivariateFunction",FALSE
8,"org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolator",TRUE
9,"org.apache.commons.math3.analysis.integration.UnivariateIntegrator",FALSE
10,"org.apache.commons.math3.analysis.polynomials.PolynomialFunction",FALSE
10,"org.apache.commons.math3.analysis.polynomials.PolynomialsUtils",TRUE
11,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure",TRUE
11,"org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction",FALSE
12,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure",TRUE
13,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure",TRUE
14,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure",FALSE
15,"org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction",TRUE
15,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure",FALSE
15,"org.apache.commons.math3.analysis.UnivariateFunction",FALSE
15,"org.apache.commons.math3.analysis.differentiation.UnivariateFunctionDifferentiator",FALSE
16,"org.apache.commons.math3.analysis.differentiation.UnivariateFunctionDifferentiator",TRUE
16,"org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator",TRUE
17,"org.apache.commons.math3.complex.Complex",TRUE
17,"org.apache.commons.math3.complex.Complex",FALSE
17,"org.apache.commons.math3.complex.ComplexUtils",FALSE
18,"org.apache.commons.math3.complex.Complex",TRUE
18,"org.apache.commons.math3.complex.ComplexUtils",FALSE
19,"org.apache.commons.math3.complex.Complex",TRUE
19,"org.apache.commons.math3.complex.ComplexFormat",TRUE
